# TSIS-1 Hybrid Solar Reference Spectrum (HSRS) v1 — B11 + B12 wavelength ranges.
# Source: Coddington et al. 2021, Geophys. Res. Lett. 48, e2020GL091709 (doi:10.1029/2020GL091709).
#   Downloaded from LASP LISIRD (lasp.colorado.edu/lisird/data/tsis1_hsrs) via the LaTiS CSV API
#   on 2026-07-07. Ranges: 1530-1690 nm (B11) and 2070-2330 nm (B12); native 0.001 nm resolution
#   decimated to ~0.02 nm here (the CH4 fine structure comes from HITRAN, not the solar envelope).
# irradiance is solar spectral irradiance E_lambda in W/m^2/nm at 1 AU. The LUT generator converts
#   the SHAPE to per-wavenumber E_nu via the lambda^2 Jacobian (E_nu ∝ E_lambda·lambda^2) before use.
# wavelength in nm; irradiance in W m^-2 nm^-1.
wavelength_nm,irradiance_w_m2_nm
1576.800,2.410050e-01
1576.820,2.392944e-01
1576.840,2.312106e-01
1576.860,2.065404e-01
1576.880,2.058750e-01
1576.900,2.169546e-01
1576.920,2.139442e-01
1576.940,2.038362e-01
1576.960,1.894867e-01
1576.980,1.682880e-01
1577.000,1.346547e-01
1577.020,1.143316e-01
1577.040,1.531886e-01
1577.060,1.809646e-01
1577.080,1.978665e-01
1577.100,2.096788e-01
1577.120,2.183666e-01
1577.140,2.248108e-01
1577.160,2.276844e-01
1577.180,2.260551e-01
1577.200,2.317986e-01
1577.220,2.388306e-01
1577.240,2.398737e-01
1577.260,2.404637e-01
1577.280,2.401180e-01
1577.300,2.330722e-01
1577.320,2.242380e-01
1577.340,1.945734e-01
1577.360,1.614792e-01
1577.380,1.436957e-01
1577.400,1.937618e-01
1577.420,2.225719e-01
1577.440,2.343202e-01
1577.460,2.324509e-01
1577.480,2.030763e-01
1577.500,1.836760e-01
1577.520,2.249014e-01
1577.540,2.435311e-01
1577.560,2.508908e-01
1577.580,2.528414e-01
1577.600,2.534130e-01
1577.620,2.540361e-01
1577.640,2.549463e-01
1577.660,2.540385e-01
1577.680,2.532163e-01
1577.700,2.559360e-01
1577.720,2.563671e-01
1577.740,2.560958e-01
1577.760,2.550872e-01
1577.780,2.524676e-01
1577.800,2.448518e-01
1577.820,2.169810e-01
1577.840,1.753742e-01
1577.860,2.196386e-01
1577.880,2.459880e-01
1577.900,2.534296e-01
1577.920,2.562207e-01
1577.940,2.572846e-01
1577.960,2.570992e-01
1577.980,2.585111e-01
1578.000,2.581818e-01
1578.020,2.590560e-01
1578.040,2.591690e-01
1578.060,2.591607e-01
1578.080,2.587777e-01
1578.100,2.568108e-01
1578.120,2.578428e-01
1578.140,2.591632e-01
1578.160,2.594150e-01
1578.180,2.594782e-01
1578.200,2.594900e-01
1578.220,2.594697e-01
1578.240,2.594133e-01
1578.260,2.593001e-01
1578.280,2.590654e-01
1578.300,2.585080e-01
1578.320,2.579908e-01
1578.340,2.587222e-01
1578.360,2.591892e-01
1578.380,2.594062e-01
1578.400,2.595262e-01
1578.420,2.596016e-01
1578.440,2.596510e-01
1578.460,2.596845e-01
1578.480,2.597080e-01
1578.500,2.597235e-01
1578.520,2.597313e-01
1578.540,2.597339e-01
1578.560,2.597105e-01
1578.580,2.592097e-01
1578.600,2.563777e-01
1578.620,2.589684e-01
1578.640,2.596498e-01
1578.660,2.596511e-01
1578.680,2.596109e-01
1578.700,2.595523e-01
1578.720,2.594716e-01
1578.740,2.593555e-01
1578.760,2.591833e-01
1578.780,2.589194e-01
1578.800,2.584878e-01
1578.820,2.577074e-01
1578.840,2.560804e-01
1578.860,2.519429e-01
1578.880,2.451720e-01
1578.900,2.414463e-01
1578.920,2.420532e-01
1578.940,2.495944e-01
1578.960,2.548276e-01
1578.980,2.566263e-01
1579.000,2.566351e-01
1579.020,2.545549e-01
1579.040,2.526450e-01
1579.060,2.557946e-01
1579.080,2.550257e-01
1579.100,2.528469e-01
1579.120,2.551027e-01
1579.140,2.569325e-01
1579.160,2.553214e-01
1579.180,2.516450e-01
1579.200,2.549154e-01
1579.220,2.569622e-01
1579.240,2.572577e-01
1579.260,2.564364e-01
1579.280,2.534661e-01
1579.300,2.425653e-01
1579.320,2.005532e-01
1579.340,1.840358e-01
1579.360,2.328742e-01
1579.380,2.485985e-01
1579.400,2.547098e-01
1579.420,2.576466e-01
1579.440,2.569367e-01
1579.460,2.545869e-01
1579.480,2.590165e-01
1579.500,2.593882e-01
1579.520,2.594554e-01
1579.540,2.594940e-01
1579.560,2.595177e-01
1579.580,2.595327e-01
1579.600,2.594748e-01
1579.620,2.565750e-01
1579.640,2.564500e-01
1579.660,2.594684e-01
1579.680,2.595381e-01
1579.700,2.591469e-01
1579.720,2.595114e-01
1579.740,2.595205e-01
1579.760,2.595118e-01
1579.780,2.592582e-01
1579.800,2.588135e-01
1579.820,2.594577e-01
1579.840,2.594358e-01
1579.860,2.593761e-01
1579.880,2.592379e-01
1579.900,2.587926e-01
1579.920,2.566147e-01
1579.940,2.575419e-01
1579.960,2.589545e-01
1579.980,2.592393e-01
1580.000,2.593227e-01
1580.020,2.593458e-01
1580.040,2.593418e-01
1580.060,2.593169e-01
1580.080,2.592163e-01
1580.100,2.580150e-01
1580.120,2.552138e-01
1580.140,2.553234e-01
1580.160,2.485842e-01
1580.180,2.433768e-01
1580.200,2.516629e-01
1580.220,2.518749e-01
1580.240,2.375432e-01
1580.260,2.134662e-01
1580.280,1.845292e-01
1580.300,1.890558e-01
1580.320,2.334505e-01
1580.340,2.516917e-01
1580.360,2.563779e-01
1580.380,2.578946e-01
1580.400,2.584748e-01
1580.420,2.580707e-01
1580.440,2.581457e-01
1580.460,2.589255e-01
1580.480,2.585339e-01
1580.500,2.565132e-01
1580.520,2.540372e-01
1580.540,2.553565e-01
1580.560,2.579333e-01
1580.580,2.575449e-01
1580.600,2.567816e-01
1580.620,2.588623e-01
1580.640,2.591758e-01
1580.660,2.591818e-01
1580.680,2.591768e-01
1580.700,2.591692e-01
1580.720,2.591616e-01
1580.740,2.591541e-01
1580.760,2.591465e-01
1580.780,2.591389e-01
1580.800,2.591287e-01
1580.820,2.591211e-01
1580.840,2.591109e-01
1580.860,2.591033e-01
1580.880,2.590931e-01
1580.900,2.590830e-01
1580.920,2.590728e-01
1580.940,2.590600e-01
1580.960,2.590422e-01
1580.980,2.590141e-01
1581.000,2.589346e-01
1581.020,2.584980e-01
1581.040,2.544542e-01
1581.060,2.414719e-01
1581.080,2.514036e-01
1581.100,2.576178e-01
1581.120,2.587636e-01
1581.140,2.588446e-01
1581.160,2.566850e-01
1581.180,2.553061e-01
1581.200,2.587019e-01
1581.220,2.587467e-01
1581.240,2.586849e-01
1581.260,2.586075e-01
1581.280,2.582523e-01
1581.300,2.550738e-01
1581.320,2.549680e-01
1581.340,2.554224e-01
1581.360,2.566630e-01
1581.380,2.566366e-01
1581.400,2.546224e-01
1581.420,2.452944e-01
1581.440,2.079183e-01
1581.460,2.202571e-01
1581.480,2.334183e-01
1581.500,2.454876e-01
1581.520,2.522915e-01
1581.540,2.548587e-01
1581.560,2.534142e-01
1581.580,2.471985e-01
1581.600,2.550036e-01
1581.620,2.577578e-01
1581.640,2.580712e-01
1581.660,2.582226e-01
1581.680,2.583003e-01
1581.700,2.568065e-01
1581.720,2.561150e-01
1581.740,2.584032e-01
1581.760,2.584959e-01
1581.780,2.580593e-01
1581.800,2.573744e-01
1581.820,2.583065e-01
1581.840,2.585056e-01
1581.860,2.584887e-01
1581.880,2.584351e-01
1581.900,2.565802e-01
1581.920,2.546740e-01
1581.940,2.580902e-01
1581.960,2.581008e-01
1581.980,2.572499e-01
1582.000,2.537469e-01
1582.020,2.559345e-01
1582.040,2.567056e-01
1582.060,2.542474e-01
1582.080,2.385604e-01
1582.100,2.205115e-01
1582.120,2.454874e-01
1582.140,2.516096e-01
1582.160,2.499613e-01
1582.180,2.450013e-01
1582.200,2.329819e-01
1582.220,2.040288e-01
1582.240,1.548220e-01
1582.260,1.641243e-01
1582.280,2.152189e-01
1582.300,2.343117e-01
1582.320,2.332605e-01
1582.340,1.998078e-01
1582.360,2.123452e-01
1582.380,2.407785e-01
1582.400,2.513388e-01
1582.420,2.547227e-01
1582.440,2.559452e-01
1582.460,2.560036e-01
1582.480,2.534933e-01
1582.500,2.568001e-01
1582.520,2.572209e-01
1582.540,2.569610e-01
1582.560,2.554002e-01
1582.580,2.463325e-01
1582.600,2.158359e-01
1582.620,2.336863e-01
1582.640,2.506686e-01
1582.660,2.500045e-01
1582.680,2.388830e-01
1582.700,1.972844e-01
1582.720,1.682068e-01
1582.740,2.219504e-01
1582.760,2.463422e-01
1582.780,2.531157e-01
1582.800,2.555014e-01
1582.820,2.562311e-01
1582.840,2.547516e-01
1582.860,2.520622e-01
1582.880,2.469828e-01
1582.900,2.516455e-01
1582.920,2.561922e-01
1582.940,2.573330e-01
1582.960,2.572051e-01
1582.980,2.532828e-01
1583.000,2.479019e-01
1583.020,2.530463e-01
1583.040,2.553214e-01
1583.060,2.549532e-01
1583.080,2.546915e-01
1583.100,2.525245e-01
1583.120,2.465390e-01
1583.140,2.370890e-01
1583.160,2.347425e-01
1583.180,2.479059e-01
1583.200,2.533913e-01
1583.220,2.554164e-01
1583.240,2.562496e-01
1583.260,2.563486e-01
1583.280,2.566207e-01
1583.300,2.570131e-01
1583.320,2.567377e-01
1583.340,2.547585e-01
1583.360,2.476454e-01
1583.380,2.522798e-01
1583.400,2.556144e-01
1583.420,2.561089e-01
1583.440,2.575488e-01
1583.460,2.578318e-01
1583.480,2.578808e-01
1583.500,2.578887e-01
1583.520,2.578697e-01
1583.540,2.578276e-01
1583.560,2.577560e-01
1583.580,2.576433e-01
1583.600,2.574399e-01
1583.620,2.563117e-01
1583.640,2.551413e-01
1583.660,2.549280e-01
1583.680,2.490362e-01
1583.700,2.404455e-01
1583.720,2.476931e-01
1583.740,2.444494e-01
1583.760,2.264943e-01
1583.780,1.764647e-01
1583.800,1.567867e-01
1583.820,2.084521e-01
1583.840,2.279100e-01
1583.860,2.350815e-01
1583.880,2.451405e-01
1583.900,2.422930e-01
1583.920,2.253392e-01
1583.940,1.771581e-01
1583.960,1.727219e-01
1583.980,2.233008e-01
1584.000,2.435066e-01
1584.020,2.493070e-01
1584.040,2.483906e-01
1584.060,2.515709e-01
1584.080,2.542037e-01
1584.100,2.524455e-01
1584.120,2.509789e-01
1584.140,2.493466e-01
1584.160,2.461358e-01
1584.180,2.211426e-01
1584.200,1.859577e-01
1584.220,2.274025e-01
1584.240,2.484979e-01
1584.260,2.539497e-01
1584.280,2.558489e-01
1584.300,2.566684e-01
1584.320,2.570544e-01
1584.340,2.572074e-01
1584.360,2.570461e-01
1584.380,2.562401e-01
1584.400,2.552843e-01
1584.420,2.530460e-01
1584.440,2.388793e-01
1584.460,2.287748e-01
1584.480,2.500302e-01
1584.500,2.556648e-01
1584.520,2.569189e-01
1584.540,2.573236e-01
1584.560,2.574883e-01
1584.580,2.575608e-01
1584.600,2.575947e-01
1584.620,2.576081e-01
1584.640,2.576140e-01
1584.660,2.576118e-01
1584.680,2.576070e-01
1584.700,2.575907e-01
1584.720,2.573074e-01
1584.740,2.557470e-01
1584.760,2.551127e-01
1584.780,2.563186e-01
1584.800,2.571491e-01
1584.820,2.574806e-01
1584.840,2.574232e-01
1584.860,2.573251e-01
1584.880,2.563130e-01
1584.900,2.564896e-01
1584.920,2.556678e-01
1584.940,2.513568e-01
1584.960,2.467065e-01
1584.980,2.535212e-01
1585.000,2.549263e-01
1585.020,2.569091e-01
1585.040,2.571749e-01
1585.060,2.572924e-01
1585.080,2.573516e-01
1585.100,2.573827e-01
1585.120,2.573960e-01
1585.140,2.574016e-01
1585.160,2.573998e-01
1585.180,2.568923e-01
1585.200,2.535625e-01
1585.220,2.569079e-01
1585.240,2.572309e-01
1585.260,2.562199e-01
1585.280,2.539925e-01
1585.300,2.541630e-01
1585.320,2.508749e-01
1585.340,2.507914e-01
1585.360,2.552718e-01
1585.380,2.568859e-01
1585.400,2.570675e-01
1585.420,2.565112e-01
1585.440,2.569190e-01
1585.460,2.570511e-01
1585.480,2.561699e-01
1585.500,2.555237e-01
1585.520,2.566234e-01
1585.540,2.568701e-01
1585.560,2.566854e-01
1585.580,2.560833e-01
1585.600,2.531011e-01
1585.620,2.508455e-01
1585.640,2.523474e-01
1585.660,2.476363e-01
1585.680,2.362242e-01
1585.700,2.294806e-01
1585.720,2.349418e-01
1585.740,2.431663e-01
1585.760,2.245602e-01
1585.780,2.367881e-01
1585.800,2.519208e-01
1585.820,2.542515e-01
1585.840,2.523140e-01
1585.860,2.511513e-01
1585.880,2.453075e-01
1585.900,2.534627e-01
1585.920,2.560161e-01
1585.940,2.566180e-01
1585.960,2.568308e-01
1585.980,2.569203e-01
1586.000,2.569642e-01
1586.020,2.569851e-01
1586.040,2.569908e-01
1586.060,2.569860e-01
1586.080,2.569540e-01
1586.100,2.567798e-01
1586.120,2.562210e-01
1586.140,2.564703e-01
1586.160,2.568659e-01
1586.180,2.569329e-01
1586.200,2.569307e-01
1586.220,2.569018e-01
1586.240,2.568107e-01
1586.260,2.562624e-01
1586.280,2.502784e-01
1586.300,2.329520e-01
1586.320,2.482297e-01
1586.340,2.553357e-01
1586.360,2.564353e-01
1586.380,2.565027e-01
1586.400,2.561464e-01
1586.420,2.545659e-01
1586.440,2.459403e-01
1586.460,2.350081e-01
1586.480,2.503179e-01
1586.500,2.553134e-01
1586.520,2.562610e-01
1586.540,2.565112e-01
1586.560,2.565771e-01
1586.580,2.565685e-01
1586.600,2.564684e-01
1586.620,2.549619e-01
1586.640,2.520395e-01
1586.660,2.552151e-01
1586.680,2.549508e-01
1586.700,2.542578e-01
1586.720,2.538364e-01
1586.740,2.526907e-01
1586.760,2.487767e-01
1586.780,2.347417e-01
1586.800,1.955974e-01
1586.820,2.094208e-01
1586.840,2.394621e-01
1586.860,2.492267e-01
1586.880,2.477747e-01
1586.900,2.380035e-01
1586.920,2.483976e-01
1586.940,2.538631e-01
1586.960,2.550432e-01
1586.980,2.553132e-01
1587.000,2.552204e-01
1587.020,2.547915e-01
1587.040,2.536805e-01
1587.060,2.516567e-01
1587.080,2.502185e-01
1587.100,2.509819e-01
1587.120,2.532880e-01
1587.140,2.542197e-01
1587.160,2.543375e-01
1587.180,2.527745e-01
1587.200,2.507768e-01
1587.220,2.503901e-01
1587.240,2.443622e-01
1587.260,2.238259e-01
1587.280,1.695798e-01
1587.300,1.845675e-01
1587.320,2.320386e-01
1587.340,2.466196e-01
1587.360,2.513359e-01
1587.380,2.532524e-01
1587.400,2.541072e-01
1587.420,2.544533e-01
1587.440,2.544704e-01
1587.460,2.541649e-01
1587.480,2.532616e-01
1587.500,2.534787e-01
1587.520,2.542834e-01
1587.540,2.541983e-01
1587.560,2.503556e-01
1587.580,2.391545e-01
1587.600,2.503005e-01
1587.620,2.546787e-01
1587.640,2.552107e-01
1587.660,2.551990e-01
1587.680,2.548349e-01
1587.700,2.536789e-01
1587.720,2.547683e-01
1587.740,2.551130e-01
1587.760,2.550357e-01
1587.780,2.541405e-01
1587.800,2.483830e-01
1587.820,2.366526e-01
1587.840,2.481477e-01
1587.860,2.540107e-01
1587.880,2.549031e-01
1587.900,2.549947e-01
1587.920,2.547880e-01
1587.940,2.543599e-01
1587.960,2.541114e-01
1587.980,2.542442e-01
1588.000,2.537530e-01
1588.020,2.538731e-01
1588.040,2.542456e-01
1588.060,2.539917e-01
1588.080,2.536029e-01
1588.100,2.529897e-01
1588.120,2.530373e-01
1588.140,2.532814e-01
1588.160,2.531145e-01
1588.180,2.523652e-01
1588.200,2.513934e-01
1588.220,2.501657e-01
1588.240,2.453724e-01
1588.260,2.220150e-01
1588.280,1.824019e-01
1588.300,2.231990e-01
1588.320,2.420106e-01
1588.340,2.413369e-01
1588.360,2.264479e-01
1588.380,1.864572e-01
1588.400,1.872764e-01
1588.420,2.273755e-01
1588.440,2.431091e-01
1588.460,2.480391e-01
1588.480,2.498788e-01
1588.500,2.505897e-01
1588.520,2.507764e-01
1588.540,2.506598e-01
1588.560,2.503225e-01
1588.580,2.503502e-01
1588.600,2.478504e-01
1588.620,2.498965e-01
1588.640,2.515453e-01
1588.660,2.516877e-01
1588.680,2.502512e-01
1588.700,2.479387e-01
1588.720,2.510694e-01
1588.740,2.486659e-01
1588.760,2.464587e-01
1588.780,2.496555e-01
1588.800,2.480878e-01
1588.820,2.441578e-01
1588.840,2.336827e-01
1588.860,2.010961e-01
1588.880,1.643817e-01
1588.900,2.024971e-01
1588.920,2.327687e-01
1588.940,2.416958e-01
1588.960,2.440826e-01
1588.980,2.437602e-01
1589.000,2.409126e-01
1589.020,2.322256e-01
1589.040,2.059854e-01
1589.060,1.915957e-01
1589.080,2.198755e-01
1589.100,2.305959e-01
1589.120,2.310630e-01
1589.140,2.276290e-01
1589.160,2.211258e-01
1589.180,2.101578e-01
1589.200,1.908704e-01
1589.220,1.797341e-01
1589.240,1.698305e-01
1589.260,1.384530e-01
1589.280,9.905164e-02
1589.300,1.392826e-01
1589.320,1.716758e-01
1589.340,1.887222e-01
1589.360,2.001023e-01
1589.380,1.999397e-01
1589.400,2.116306e-01
1589.420,2.252476e-01
1589.440,2.322993e-01
1589.460,2.362160e-01
1589.480,2.376580e-01
1589.500,2.386227e-01
1589.520,2.387138e-01
1589.540,2.257448e-01
1589.560,2.211078e-01
1589.580,2.398871e-01
1589.600,2.433516e-01
1589.620,2.408357e-01
1589.640,2.305217e-01
1589.660,1.990526e-01
1589.680,1.762673e-01
1589.700,1.999842e-01
1589.720,1.891650e-01
1589.740,1.999284e-01
1589.760,2.336364e-01
1589.780,2.398534e-01
1589.800,2.447209e-01
1589.820,2.471812e-01
1589.840,2.454659e-01
1589.860,2.433835e-01
1589.880,2.442972e-01
1589.900,2.293863e-01
1589.920,2.238089e-01
1589.940,2.072665e-01
1589.960,1.715907e-01
1589.980,2.150955e-01
1590.000,2.406058e-01
1590.020,2.478298e-01
1590.040,2.501400e-01
1590.060,2.496636e-01
1590.080,2.418696e-01
1590.100,2.411973e-01
1590.120,2.477675e-01
1590.140,2.482517e-01
1590.160,2.485099e-01
1590.180,2.418477e-01
1590.200,2.204324e-01
1590.220,2.109680e-01
1590.240,1.827221e-01
1590.260,2.020668e-01
1590.280,2.336619e-01
1590.300,2.451099e-01
1590.320,2.435497e-01
1590.340,2.369640e-01
1590.360,2.149546e-01
1590.380,2.289751e-01
1590.400,2.292383e-01
1590.420,2.374736e-01
1590.440,2.478453e-01
1590.460,2.496227e-01
1590.480,2.490068e-01
1590.500,2.499335e-01
1590.520,2.516240e-01
1590.540,2.508993e-01
1590.560,2.422454e-01
1590.580,2.093259e-01
1590.600,2.208713e-01
1590.620,2.463686e-01
1590.640,2.514988e-01
1590.660,2.519650e-01
1590.680,2.527774e-01
1590.700,2.527771e-01
1590.720,2.529356e-01
1590.740,2.527879e-01
1590.760,2.524070e-01
1590.780,2.518041e-01
1590.800,2.497400e-01
1590.820,2.468172e-01
1590.840,2.352536e-01
1590.860,1.958440e-01
1590.880,1.780172e-01
1590.900,2.222838e-01
1590.920,2.432251e-01
1590.940,2.472134e-01
1590.960,2.479697e-01
1590.980,2.470099e-01
1591.000,2.390842e-01
1591.020,2.082789e-01
1591.040,1.635488e-01
1591.060,2.095861e-01
1591.080,2.396720e-01
1591.100,2.478326e-01
1591.120,2.505045e-01
1591.140,2.516953e-01
1591.160,2.524630e-01
1591.180,2.528633e-01
1591.200,2.526395e-01
1591.220,2.513042e-01
1591.240,2.526846e-01
1591.260,2.530084e-01
1591.280,2.500250e-01
1591.300,2.465072e-01
1591.320,2.467588e-01
1591.340,2.371580e-01
1591.360,2.320868e-01
1591.380,2.456187e-01
1591.400,2.526538e-01
1591.420,2.536479e-01
1591.440,2.522896e-01
1591.460,2.475602e-01
1591.480,2.485097e-01
1591.500,2.502183e-01
1591.520,2.461007e-01
1591.540,2.280476e-01
1591.560,1.782306e-01
1591.580,1.989475e-01
1591.600,2.377192e-01
1591.620,2.472821e-01
1591.640,2.490779e-01
1591.660,2.467442e-01
1591.680,2.309713e-01
1591.700,2.165508e-01
1591.720,2.345911e-01
1591.740,2.454649e-01
1591.760,2.494123e-01
1591.780,2.487130e-01
1591.800,2.444222e-01
1591.820,2.478564e-01
1591.840,2.459300e-01
1591.860,2.483754e-01
1591.880,2.518377e-01
1591.900,2.531611e-01
1591.920,2.537524e-01
1591.940,2.540726e-01
1591.960,2.542639e-01
1591.980,2.543819e-01
1592.000,2.544486e-01
1592.020,2.544781e-01
1592.040,2.544626e-01
1592.060,2.543722e-01
1592.080,2.540531e-01
1592.100,2.524266e-01
1592.120,2.458691e-01
1592.140,2.424080e-01
1592.160,2.366198e-01
1592.180,2.415063e-01
1592.200,2.509734e-01
1592.220,2.532328e-01
1592.240,2.539248e-01
1592.260,2.541720e-01
1592.280,2.542191e-01
1592.300,2.541032e-01
1592.320,2.536862e-01
1592.340,2.519847e-01
1592.360,2.527044e-01
1592.380,2.532715e-01
1592.400,2.529341e-01
1592.420,2.509584e-01
1592.440,2.423979e-01
1592.460,2.386777e-01
1592.480,2.191356e-01
1592.500,1.732859e-01
1592.520,2.098276e-01
1592.540,2.281943e-01
1592.560,2.414190e-01
1592.580,2.437407e-01
1592.600,2.455951e-01
1592.620,2.494566e-01
1592.640,2.519475e-01
1592.660,2.509498e-01
1592.680,2.480915e-01
1592.700,2.427893e-01
1592.720,2.462880e-01
1592.740,2.527427e-01
1592.760,2.541998e-01
1592.780,2.543567e-01
1592.800,2.544058e-01
1592.820,2.544373e-01
1592.840,2.544594e-01
1592.860,2.544737e-01
1592.880,2.544742e-01
1592.900,2.539536e-01
1592.920,2.522257e-01
1592.940,2.540988e-01
1592.960,2.544904e-01
1592.980,2.544944e-01
1593.000,2.544915e-01
1593.020,2.544881e-01
1593.040,2.544801e-01
1593.060,2.544543e-01
1593.080,2.541586e-01
1593.100,2.523026e-01
1593.120,2.526701e-01
1593.140,2.542037e-01
1593.160,2.543143e-01
1593.180,2.541455e-01
1593.200,2.535393e-01
1593.220,2.505289e-01
1593.240,2.343502e-01
1593.260,2.278236e-01
1593.280,2.481699e-01
1593.300,2.529946e-01
1593.320,2.536545e-01
1593.340,2.530166e-01
1593.360,2.479131e-01
1593.380,2.293044e-01
1593.400,2.397405e-01
1593.420,2.506369e-01
1593.440,2.535476e-01
1593.460,2.541328e-01
1593.480,2.542537e-01
1593.500,2.542912e-01
1593.520,2.543006e-01
1593.540,2.541671e-01
1593.560,2.511985e-01
1593.580,2.526944e-01
1593.600,2.542462e-01
1593.620,2.542223e-01
1593.640,2.540294e-01
1593.660,2.541050e-01
1593.680,2.542152e-01
1593.700,2.541723e-01
1593.720,2.541195e-01
1593.740,2.540210e-01
1593.760,2.538032e-01
1593.780,2.532138e-01
1593.800,2.510424e-01
1593.820,2.396737e-01
1593.840,2.189649e-01
1593.860,2.412647e-01
1593.880,2.513033e-01
1593.900,2.532250e-01
1593.920,2.537458e-01
1593.940,2.539294e-01
1593.960,2.540000e-01
1593.980,2.540266e-01
1594.000,2.540295e-01
1594.020,2.540214e-01
1594.040,2.540038e-01
1594.060,2.539792e-01
1594.080,2.539301e-01
1594.100,2.535151e-01
1594.120,2.509275e-01
1594.140,2.502209e-01
1594.160,2.530054e-01
1594.180,2.534836e-01
1594.200,2.532275e-01
1594.220,2.519935e-01
1594.240,2.449918e-01
1594.260,2.457770e-01
1594.280,2.487451e-01
1594.300,2.407953e-01
1594.320,2.206950e-01
1594.340,2.202743e-01
1594.360,2.391325e-01
1594.380,2.506549e-01
1594.400,2.526767e-01
1594.420,2.531843e-01
1594.440,2.534126e-01
1594.460,2.535397e-01
1594.480,2.535888e-01
1594.500,2.519969e-01
1594.520,2.407866e-01
1594.540,2.437599e-01
1594.560,2.521214e-01
1594.580,2.501995e-01
1594.600,2.343387e-01
1594.620,1.988634e-01
1594.640,2.301292e-01
1594.660,2.486989e-01
1594.680,2.490582e-01
1594.700,2.525817e-01
1594.720,2.535720e-01
1594.740,2.536154e-01
1594.760,2.527333e-01
1594.780,2.527388e-01
1594.800,2.487550e-01
1594.820,2.367089e-01
1594.840,2.460428e-01
1594.860,2.522759e-01
1594.880,2.531873e-01
1594.900,2.531197e-01
1594.920,2.521702e-01
1594.940,2.469643e-01
1594.960,2.304161e-01
1594.980,2.415083e-01
1595.000,2.511572e-01
1595.020,2.523680e-01
1595.040,2.517546e-01
1595.060,2.532904e-01
1595.080,2.535497e-01
1595.100,2.535572e-01
1595.120,2.535405e-01
1595.140,2.535042e-01
1595.160,2.533486e-01
1595.180,2.517604e-01
1595.200,2.508144e-01
1595.220,2.525469e-01
1595.240,2.518279e-01
1595.260,2.489901e-01
1595.280,2.487442e-01
1595.300,2.516528e-01
1595.320,2.526849e-01
1595.340,2.530296e-01
1595.360,2.531679e-01
1595.380,2.532274e-01
1595.400,2.532455e-01
1595.420,2.530766e-01
1595.440,2.529445e-01
1595.460,2.531937e-01
1595.480,2.531559e-01
1595.500,2.531068e-01
1595.520,2.530474e-01
1595.540,2.529782e-01
1595.560,2.528942e-01
1595.580,2.527891e-01
1595.600,2.526538e-01
1595.620,2.524570e-01
1595.640,2.520787e-01
1595.660,2.508337e-01
1595.680,2.453531e-01
1595.700,2.374547e-01
1595.720,2.415527e-01
1595.740,2.472813e-01
1595.760,2.491686e-01
1595.780,2.486299e-01
1595.800,2.464056e-01
1595.820,2.388233e-01
1595.840,2.148009e-01
1595.860,2.136203e-01
1595.880,2.065411e-01
1595.900,2.119154e-01
1595.920,2.244224e-01
1595.940,2.371717e-01
1595.960,2.427142e-01
1595.980,2.454481e-01
1596.000,2.469387e-01
1596.020,2.475494e-01
1596.040,2.473679e-01
1596.060,2.475892e-01
1596.080,2.474866e-01
1596.100,2.461294e-01
1596.120,2.457171e-01
1596.140,2.427384e-01
1596.160,2.407489e-01
1596.180,2.421881e-01
1596.200,2.449426e-01
1596.220,2.428703e-01
1596.240,2.365585e-01
1596.260,2.415901e-01
1596.280,2.430524e-01
1596.300,2.428476e-01
1596.320,2.387097e-01
1596.340,2.312407e-01
1596.360,2.219881e-01
1596.380,2.106490e-01
1596.400,1.926853e-01
1596.420,1.635257e-01
1596.440,1.255444e-01
1596.460,1.482744e-01
1596.480,1.902035e-01
1596.500,2.112025e-01
1596.520,2.231633e-01
1596.540,2.315305e-01
1596.560,2.376610e-01
1596.580,2.418036e-01
1596.600,2.441361e-01
1596.620,2.447353e-01
1596.640,2.412648e-01
1596.660,2.329104e-01
1596.680,2.132422e-01
1596.700,2.071153e-01
1596.720,2.297207e-01
1596.740,2.406808e-01
1596.760,2.420301e-01
1596.780,2.461148e-01
1596.800,2.492925e-01
1596.820,2.502655e-01
1596.840,2.503576e-01
1596.860,2.494066e-01
1596.880,2.453329e-01
1596.900,2.257976e-01
1596.920,1.774024e-01
1596.940,2.079375e-01
1596.960,2.402962e-01
1596.980,2.483245e-01
1597.000,2.505359e-01
1597.020,2.513094e-01
1597.040,2.515483e-01
1597.060,2.514525e-01
1597.080,2.504169e-01
1597.100,2.451126e-01
1597.120,2.369595e-01
1597.140,2.307123e-01
1597.160,2.267513e-01
1597.180,2.213691e-01
1597.200,1.858241e-01
1597.220,2.097797e-01
1597.240,2.309228e-01
1597.260,2.388415e-01
1597.280,2.466827e-01
1597.300,2.501036e-01
1597.320,2.512501e-01
1597.340,2.517922e-01
1597.360,2.521086e-01
1597.380,2.523081e-01
1597.400,2.524048e-01
1597.420,2.519889e-01
1597.440,2.508564e-01
1597.460,2.523364e-01
1597.480,2.526097e-01
1597.500,2.525487e-01
1597.520,2.518535e-01
1597.540,2.447884e-01
1597.560,2.232750e-01
1597.580,2.397201e-01
1597.600,2.511623e-01
1597.620,2.523091e-01
1597.640,2.522512e-01
1597.660,2.517479e-01
1597.680,2.500789e-01
